Cluster,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
0,GO:0044419,biological process involved in interspecies interaction between organisms,32/280,247/3902,0.12955465587044535,1.8054366685945633,3.63604250453666,5.992110020125214e-4,0.04178498054033983,0.039442801395631236,181016/180613/177224/179429/184201/186340/179599/180993/188447/179428/187208/183349/177668/178563/259434/177425/179381/179047/176452/178244/183836/185179/259654/174044/179787/180628/174050/182010/24104671/171934/179243/179797,32
0,GO:0051707,response to other organism,32/280,247/3902,0.12955465587044535,1.8054366685945633,3.63604250453666,5.992110020125214e-4,0.04178498054033983,0.039442801395631236,181016/180613/177224/179429/184201/186340/179599/180993/188447/179428/187208/183349/177668/178563/259434/177425/179381/179047/176452/178244/183836/185179/259654/174044/179787/180628/174050/182010/24104671/171934/179243/179797,32
0,GO:0006952,defense response,32/280,248/3902,0.12903225806451613,1.7981566820276496,3.6109584449317897,6.438907895955277e-4,0.04193543980360848,0.03958482694554167,181016/180613/177224/179429/184201/186340/179599/180993/188447/179428/187208/183349/177668/178563/259434/177425/179381/179047/176452/178244/183836/185179/259654/174044/179787/174050/182010/178140/24104671/171934/179243/179797,32
0,GO:0030421,defecation,8/280,29/3902,0.27586206896551724,3.8443349753694585,4.274140162325078,7.216423675573162e-4,0.04193543980360848,0.03958482694554167,181285/181078/173223/181604/188509/175953/171849/174860,8
0,GO:0006022,aminoglycan metabolic process,5/280,12/3902,0.4166666666666667,5.8065476190476195,4.635983050444453,9.555836307885032e-4,0.04997702389023872,0.047175655035769266,179429/179428/179484/189507/180628,5
1,GO:0051276,chromosome organization,67/886,137/3902,0.48905109489051096,2.153811932576494,7.450784233225678,6.648902347604235e-12,8.599960262301961e-9,7.446808862910556e-9,180040/178186/188728/266830/172468/175603/177374/179049/177046/177873/178831/172268/171788/174825/174669/174256/175813/24104386/176559/176164/177390/266820/173872/266859/176652/179202/175018/179684/172886/179948/176359/176318/175006/176702/174238/172461/174659/172018/179353/171683/171964/174697/181545/176815/176114/178669/176116/172521/176750/181073/171927/174232/187559/176966/175634/175571/174779/174286/175393/174776/178418/175852/176322/174314/172864/176509/174332,67
1,GO:0000819,sister chromatid segregation,49/886,88/3902,0.5568181818181818,2.4522624666529853,7.467672656327545,1.271243202114111e-11,8.599960262301961e-9,7.446808862910556e-9,180040/266830/172468/175603/177374/179049/177046/177873/178831/172268/171788/174825/174669/174256/175813/24104386/176164/266820/173872/266859/179202/175018/179684/172886/179948/176359/176318/175006/172461/174659/172018/179353/171683/171964/176815/178669/176116/172521/174232/175634/175571/174779/174286/175393/175852/176322/174314/176509/174332,49
1,GO:0098813,nuclear chromosome segregation,56/886,113/3902,0.49557522123893805,2.1825445973750974,6.913271530901374,2.0265802938895273e-10,6.854907844081326e-8,5.9357470186816946e-8,180040/266830/176143/172468/175603/177374/179049/177046/177873/178831/172268/171788/174825/175850/174669/174256/175813/24104386/176164/266820/173872/266859/179202/175018/179684/172886/179948/172970/176359/176318/175006/172461/175273/174659/172018/179353/171683/171964/175097/176815/178669/176116/172521/171927/174232/175634/175571/174779/174286/175393/178418/175852/176322/174314/176509/174332,56
1,GO:0000280,nuclear division,56/886,123/3902,0.45528455284552843,2.005101947182,6.138515992121407,1.105681793013416e-8,2.308933762447018e-6,1.999333471508563e-6,180040/176374/178186/266830/176143/172468/176672/175603/177374/179049/177046/177873/178831/172268/171788/174825/175850/174669/174256/175813/24104386/176164/266820/173872/266859/179202/173874/175018/179684/172886/179948/176359/176318/175006/174659/179353/171683/171964/176815/178669/176116/172521/176750/174232/176866/175634/174779/185802/178418/175852/174314/176509/174332/172625/181004/175862,56
1,GO:0050000,chromosome localization,22/886,31/3902,0.7096774193548387,3.1254642102963666,6.438908079507893,1.307209882289436e-8,2.308933762447018e-6,1.999333471508563e-6,266830/172468/179049/177873/171788/174256/175813/176164/266820/172970/175006/176702/177537/175273/179353/171964/175097/178669/175202/177536/171927/175852,22
1,GO:0007059,chromosome segregation,61/886,139/3902,0.43884892086330934,1.9327183851113239,6.0684809902233185,1.3652232150462784e-8,2.308933762447018e-6,1.999333471508563e-6,180040/172350/266830/183241/176143/172468/175603/177374/179049/177046/177873/178831/172268/171788/174825/175850/174669/174256/175813/24104386/176164/266820/185323/173872/266859/179202/175018/179684/172886/179948/172970/176359/176318/175006/172461/175273/174659/172018/179353/171683/171964/175097/176815/178669/176116/172521/176750/171927/174232/175634/175571/174779/175355/174286/175393/178418/175852/176322/174314/176509/174332,61
1,GO:1903046,meiotic cell cycle process,45/886,97/3902,0.4639175257731959,2.0431221056061064,5.638101020336213,1.621171390277201e-7,1.6076659508773016e-5,1.3920972523642872e-5,180040/176374/178186/266830/172746/176143/172468/176672/175603/177374/179049/177046/175552/178831/172268/171788/174825/175850/174669/175813/176385/176164/173872/171793/266859/173874/175018/179684/175519/175006/176702/179353/176815/176416/176116/172521/176750/176866/178645/178418/176322/178614/176509/181004/175862,45
1,GO:0090307,mitotic spindle assembly,15/886,20/3902,0.75,3.3030474040632054,5.5960202454804975,9.582598167917286e-7,8.049279826101499e-5,6.969968060412315e-5,177374/172268/171788/174256/179202/172886/179948/176359/175006/171683/171964/176815/178669/174232/174332,15
1,GO:0071459,"protein localization to chromosome, centromeric region",10/886,11/3902,0.9090909090909091,4.003693823106915,5.406429649110885,3.0641487544994725e-6,2.0728966324188932e-4,1.7949460861883752e-4,172468/177873/174256/176164/175018/176359/178669/174779/172611/175852,10
1,GO:0006260,DNA replication,33/886,70/3902,0.4714285714285714,2.076201225411158,4.924009923681466,4.839009872093217e-6,2.766623395754006e-4,2.395652421110366e-4,178186/188728/173122/177161/172249/173368/175552/178831/176209/176439/175152/24104386/176385/176486/175976/171793/176652/173874/171896/179521/176052/182229/174238/176544/179502/187559/172092/177879/177673/174776/175907/178418/3565940,33
1,GO:0002376,immune system process,73/886,201/3902,0.36318407960199006,1.5994856417685837,4.729404273578989,4.9075359569915855e-6,2.766623395754006e-4,2.395652421110366e-4,180111/178506/180932/191667/181174/177820/174181/183349/24104657/177224/179428/3565341/177420/178049/174929/179867/174096/181250/173877/179051/173944/174697/180081/174520/178564/180036/182792/177668/186063/181293/172546/179599/186340/185299/180613/178244/188447/179429/185506/177939/179126/178726/175240/180993/180917/179869/187208/191713/187266/183188/173841/179797/178086/187537/180190/175955/184745/180067/178987/184201/181079/178215/183836/185015/259654/180782/178293/188736/260040/175221/173814/175502/177104,73
1,GO:0006955,immune response,73/886,201/3902,0.36318407960199006,1.5994856417685837,4.729404273578989,4.9075359569915855e-6,2.766623395754006e-4,2.395652421110366e-4,180111/178506/180932/191667/181174/177820/174181/183349/24104657/177224/179428/3565341/177420/178049/174929/179867/174096/181250/173877/179051/173944/174697/180081/174520/178564/180036/182792/177668/186063/181293/172546/179599/186340/185299/180613/178244/188447/179429/185506/177939/179126/178726/175240/180993/180917/179869/187208/191713/187266/183188/173841/179797/178086/187537/180190/175955/184745/180067/178987/184201/181079/178215/183836/185015/259654/180782/178293/188736/260040/175221/173814/175502/177104,73
1,GO:0010564,regulation of cell cycle process,50/886,125/3902,0.4,1.761625282167043,4.690423246551162,7.950655126479419e-6,3.984161624491354e-4,3.449933394062999e-4,180040/176374/178186/183241/172468/177374/172249/177046/177873/172268/171788/174256/24104386/176164/185323/176486/266859/176652/173167/179202/175018/171896/179948/172970/176359/175006/172461/172018/171964/176416/172462/178669/173998/171927/180133/174232/175571/174779/174286/178645/172856/175393/178418/174458/176322/174314/176509/176774/174332/175862,50
1,GO:1902600,proton transmembrane transport,18/886,30/3902,0.6,2.642437923250564,4.894080231440816,1.1317678396135342e-5,5.280282368955558e-4,4.572259911033988e-4,179796/174743/172216/172134/177442/177757/181120/3564970/187779/174596/177017/180692/180534/174272/175605/176338/176383/180884,18
1,GO:0051382,kinetochore assembly,10/886,12/3902,0.8333333333333334,3.6700526711813395,5.020243915817424,1.463025913648395e-5,5.821982532841995e-4,5.041324587896791e-4,172468/179049/177873/174256/176164/176359/171964/178669/171927/174779,10
1,GO:0140546,defense response to symbiont,69/886,193/3902,0.35751295336787564,1.574509643387642,4.43646161458023,1.6727892486008854e-5,6.466525295305709e-4,5.599441905842963e-4,191667/181174/177820/174181/183349/24104657/177224/179428/3565341/177420/178049/174929/179867/174096/181250/173877/179051/173944/174697/180081/174520/178564/180036/182792/177668/186063/181293/172546/179599/186340/185299/180613/178244/188447/179429/185506/177939/179126/178726/175240/180993/180917/179869/187208/191713/187266/183188/173841/179797/178086/187537/180190/175955/184745/180067/178987/184201/181079/178215/183836/185015/259654/180782/178293/188736/260040/175221/173814/175502,69
1,GO:0051983,regulation of chromosome segregation,24/886,47/3902,0.5106382978723404,2.2488833389366505,4.668181972136495,1.8177545332898002e-5,6.665033325788733e-4,5.771332393202522e-4,180040/183241/172468/177046/177873/172268/171788/174256/24104386/176164/185323/266859/175018/179948/175006/172461/172018/178669/175571/174779/174286/175393/176322/174314,24
1,GO:0071824,protein-DNA complex organization,20/886,38/3902,0.5263157894736842,2.3179280028513722,4.424397036405386,5.217350970166937e-5,0.0017217258201550891,0.0014908630628487295,172730/191667/172468/179049/177873/174256/176164/177390/171896/176052/176359/171964/174697/181545/178669/181073/171927/173809/174779/178544,20
1,GO:0009607,response to biotic stimulus,82/886,247/3902,0.3319838056680162,1.4620776633370194,4.066389065450813,6.200682475045649e-5,0.0017478173726534923,0.001513456051474958,191667/178660/181174/177820/180994/178868/174181/183349/176138/24104657/177224/179428/3565341/177420/178049/174929/179867/174096/181250/173877/171934/179051/173944/180628/174697/180081/174520/181545/178564/180036/182792/183853/177668/186063/181293/180670/172546/179599/186340/185299/177990/180613/178244/176866/188447/179429/185506/177939/179126/178726/175240/180993/180917/179869/187208/191713/187266/183188/173841/179797/178086/187537/180190/175955/184745/180067/178987/184201/181079/178215/183836/185015/259654/180782/178293/188736/260040/175221/173814/175502/179369/180431,82
1,GO:0044419,biological process involved in interspecies interaction between organisms,82/886,247/3902,0.3319838056680162,1.4620776633370194,4.066389065450813,6.200682475045649e-5,0.0017478173726534923,0.001513456051474958,191667/178660/181174/177820/180994/178868/174181/183349/176138/24104657/177224/179428/3565341/177420/178049/174929/179867/174096/181250/173877/171934/179051/173944/180628/174697/180081/174520/181545/178564/180036/182792/183853/177668/186063/181293/180670/172546/179599/186340/185299/177990/180613/178244/176866/188447/179429/185506/177939/179126/178726/175240/180993/180917/179869/187208/191713/187266/183188/173841/179797/178086/187537/180190/175955/184745/180067/178987/184201/181079/178215/183836/185015/259654/180782/178293/188736/260040/175221/173814/175502/179369/180431,82
1,GO:0006952,defense response,82/886,248/3902,0.33064516129032256,1.4561821888880797,4.023176271251205,7.28038661486398e-5,0.002010278181614483,0.0017407240176892827,191667/178660/178140/181174/177820/180994/178868/174181/183349/176138/24104657/177224/179428/3565341/177420/178049/174929/179867/174096/181250/173877/171934/179051/173944/174697/180081/174520/181545/178564/180036/182792/183853/177668/186063/181293/180670/172546/179599/186340/185299/177990/180613/178244/176866/188447/179429/185506/177939/179126/178726/175240/180993/180917/179869/187208/191713/187266/183188/173841/179797/178086/187537/180190/175955/184745/180067/178987/184201/181079/178215/183836/185015/259654/180782/178293/188736/260040/175221/173814/175502/179369/180431,82
1,GO:0030261,chromosome condensation,14/886,23/3902,0.6086956521739131,2.6807341250368046,4.381191270140084,8.91078365403288e-5,0.0024112580567812974,0.002087937306723915,266830/175603/172268/174669/177390/179202/174659/181545/176116/172521/176750/181073/175852/176509,14
1,GO:0019752,carboxylic acid metabolic process,78/886,239/3902,0.3263598326359833,1.4373093306383824,3.7814503488184936,1.7839389454312024e-4,0.00455409319465739,0.003943443984637395,174127/181223/172310/181417/177820/181311/174252/178503/174912/175895/174181/179290/181380/173942/177416/3565504/180596/175827/181215/178452/180037/180921/174665/176477/183911/181218/180486/177961/172759/177612/175936/180574/174385/180429/173080/176353/175107/183943/175500/176760/174012/182291/172351/173500/187017/181492/178130/176620/174839/172071/181726/172376/179056/174126/178291/173393/177235/176109/181574/179484/172882/173416/181281/175766/178293/183101/174279/177108/190207/180875/174844/175598/171965/176473/24104659/174128/181393/173227,78
1,GO:0006259,DNA metabolic process,58/886,168/3902,0.34523809523809523,1.5204503923465549,3.737110951228849,2.4014751409588147e-4,0.005802135474495136,0.005024138781742784,178186/172730/188728/173122/177161/172249/173368/181174/175552/177458/178831/176209/174825/175850/176439/175152/24104386/176385/176559/177390/176486/175976/171793/176652/176138/173874/171896/179521/176052/182229/176702/174238/172461/176544/172018/181545/179502/181073/187559/172092/177879/189113/175726/175571/177673/174286/175393/174842/174776/175907/178418/171656/3565889/179062/176509/3565793/178623/3565940,58
1,GO:0019953,sexual reproduction,82/886,257/3902,0.31906614785992216,1.4051874818842172,3.642193226541548,2.827841494718291e-4,0.006484863631108216,0.00561532129102847,180111/180040/176374/178186/172350/175983/266830/172746/176143/172468/176672/175603/177374/179049/177046/175552/177873/178831/182492/172268/171788/174825/175850/174669/176373/175813/176385/176164/173872/171793/266859/176652/179202/173874/175018/177965/179684/175953/175519/175006/176702/174238/178759/179353/176815/176416/174788/173437/176116/172521/176750/172546/187559/176866/177017/175634/180871/176506/175355/176755/178645/177103/174776/178418/174748/175852/176383/176322/174314/178614/176509/3565610/180168/181004/175862/175221/179672/174418/177546/180864/175201/174462,82
1,GO:0009605,response to external stimulus,98/886,318/3902,0.3081761006289308,1.357227025568948,3.602160291581537,3.0211196697412304e-4,0.006700942480589975,0.005802426561556497,191667/178660/181174/177820/182492/180994/178868/174181/183349/176138/24104657/177224/172597/179770/179428/3565341/177420/178049/174929/179867/174096/181250/173877/180817/171934/179051/173944/180628/174697/180081/174520/181545/178564/180036/182792/177610/183853/177668/186063/181293/180670/172546/179599/186340/185299/177990/180613/178244/176866/188447/179429/173175/185506/177939/179126/178726/175240/180993/180917/179869/187208/172856/191713/180637/187266/183188/173841/179797/178086/187537/180190/175955/184745/172215/189992/180067/179649/178987/184201/181079/178614/178215/183836/185015/176743/259654/180782/178293/188736/181004/260040/175221/173814/175502/177334/179369/177943/180431,98
1,GO:0033044,regulation of chromosome organization,22/886,48/3902,0.4583333333333333,2.0185289691497363,3.847931363415066,3.1191147624112054e-4,0.006806713344423163,0.005894014822688747,180040/178186/172468/177046/177873/172268/171788/174256/176164/266859/176652/175018/179948/175006/172461/172018/178669/175571/174286/175393/176322/174314,22
1,GO:0051783,regulation of nuclear division,16/886,31/3902,0.5161290322580645,2.273064880215539,3.8566388007138475,3.9704716686069587e-4,0.008393825261914399,0.007268314090722936,180040/176374/178186/172468/177046/172268/171788/174256/176164/175018/175006/185802/174314/176509/172625/175862,16
1,GO:0006812,monoatomic cation transport,45/886,128/3902,0.3515625,1.5483034706546275,3.418331675049727,7.63960837320014e-4,0.01517233353866926,0.013137905806619898,182492/179796/174743/181494/178031/172196/171934/187898/174118/188574/172216/184410/172134/177442/177757/181120/3564970/186631/187779/174596/172613/177017/180692/176370/178499/182963/191699/180534/174272/3565648/175605/176338/176383/180252/176770/176540/179138/180884/181332/175221/4926921/177546/179369/175201/182726,45
1,GO:0006885,regulation of pH,13/886,24/3902,0.5416666666666666,2.3855342362678704,3.6898452082413806,7.737553689343525e-4,0.01517233353866926,0.013137905806619898,174743/180919/180943/172134/3564970/187779/174596/172613/180692/177103/176338/176383/181526,13
1,GO:0003008,system process,33/886,87/3902,0.3793103448275862,1.6705067330894372,3.427714691915528,8.659729356298629e-4,0.016738019741531492,0.014493652291068231,171849/177820/179796/176138/172597/175953/178031/171591/179353/180670/259839/180539/180392/172519/176506/180553/181604/3565419/191699/182564/173358/177921/179649/176224/173223/175377/177168/181505/177546/180864/175201/177943/179894,33
1,GO:0051301,cell division,58/886,178/3902,0.3258426966292135,1.435031830978771,3.2196997038477853,0.0012650928016772513,0.020608072850888247,0.017844777751615217,180040/176374/177658/172350/266830/183241/176143/172468/176672/175603/177374/172249/177046/171849/177873/172268/171788/174825/174669/174256/175813/24104386/176559/176164/185323/173872/266859/176652/173167/179202/175018/177965/179948/176318/180653/175006/176808/176877/175097/176815/173998/176116/172521/176750/179502/172859/175634/174779/178645/175852/174458/173294/176322/174314/176509/176774/174332/176410,58
1,GO:0140694,membraneless organelle assembly,36/886,99/3902,0.36363636363636365,1.6014775292427663,3.285209039498442,0.001267244914465262,0.020608072850888247,0.017844777751615217,172468/177374/179049/177873/172268/171788/174256/176164/179202/172886/179948/176359/175006/179353/171683/171964/174168/171892/176815/179592/178669/178345/176750/171927/180133/172546/259839/174232/176134/174779/175355/172028/174458/172902/174909/174332,36
1,GO:0048565,digestive tract development,19/886,43/3902,0.4418604651162791,1.9459814163473148,3.380404030471435,0.0013753960744927437,0.020608072850888247,0.017844777751615217,177292/172249/172802/171849/176536/175953/176052/181019/180579/178970/179171/180133/172859/174385/180414/172856/176229/175955/172905,19
1,GO:0045839,negative regulation of mitotic nuclear division,8/886,12/3902,0.6666666666666666,2.9360421369450713,3.640154317429402,0.0014012880282939532,0.020608072850888247,0.017844777751615217,172468/177046/172268/171788/174256/176164/175018/175006,8
1,GO:0071173,spindle assembly checkpoint signaling,8/886,12/3902,0.6666666666666666,2.9360421369450713,3.640154317429402,0.0014012880282939532,0.020608072850888247,0.017844777751615217,172468/177046/172268/171788/174256/176164/175018/175006,8
1,GO:0071174,mitotic spindle checkpoint signaling,8/886,12/3902,0.6666666666666666,2.9360421369450713,3.640154317429402,0.0014012880282939532,0.020608072850888247,0.017844777751615217,172468/177046/172268/171788/174256/176164/175018/175006,8
1,GO:0022414,reproductive process,127/886,446/3902,0.28475336322869954,1.2540718096144305,3.0897704175982432,0.0014921868867570568,0.021477966572152105,0.018598029170891425,171829/180111/191744/180040/176374/178186/177719/172350/175983/266830/180848/172746/181480/176143/172468/176672/175603/177374/172249/179049/172802/177046/175552/171849/177873/177820/178831/182492/172268/175951/171788/174825/175850/174669/176373/179824/175813/176385/176164/266820/173872/171793/266859/176652/180919/176138/179202/173874/175018/177965/179684/175953/171896/175519/178021/175006/172801/176702/174238/181255/176808/178759/179353/171683/259704/176815/176416/179838/174788/180731/173437/176116/172521/176750/172546/259839/181373/173809/172859/187559/172519/176256/176866/176296/177017/175634/180871/176506/175355/176755/178645/181944/177103/178499/174776/176229/179675/178418/174748/175852/174458/181231/174004/175955/176383/172905/176322/174314/178614/176509/3565610/180168/174332/176185/179484/181004/175862/174279/175221/179672/174418/177546/177334/180864/175201/177943/174462,127
1,GO:0007035,vacuolar acidification,7/886,10/3902,0.7,3.0828442437923247,3.5740411303224446,0.0019002748806282934,0.02650589601536166,0.022951773653166474,174743/172134/3564970/187779/174596/180692/176383,7
1,GO:1901990,regulation of mitotic cell cycle phase transition,19/886,45/3902,0.4222222222222222,1.8594933533985454,3.1427738258083147,0.002624187593726891,0.035153720933786964,0.030440029096592283,180040/176374/172468/172249/177046/172268/171788/174256/176164/176486/175018/175006/172461/172018/175571/174286/178645/175393/174314,19
2,GO:0044281,small molecule metabolic process,171/832,407/3902,0.4201474201474201,1.9704510017010017,10.76781729039462,1.0366569409773683e-23,1.3103343733953936e-20,1.1785152592163767e-20,172358/174942/180950/176833/174881/178583/187757/178889/174758/181121/178503/176376/174472/174181/176785/179079/183546/172071/179056/178028/181019/176851/177386/176473/179741/175915/176756/178962/180582/181138/175107/173162/179589/181417/177905/181758/188513/172486/180607/174252/181668/175895/175167/178304/179634/181281/172882/24104835/181064/172008/173942/176814/177202/174127/176043/174180/181324/178960/180749/173389/176760/177999/172556/183943/187017/172147/172216/171839/173222/266646/174140/181380/186486/176477/3564970/175842/174548/183400/174665/178025/176954/172310/180692/173772/174012/171755/178016/173891/174126/181169/178293/175766/180818/179884/180309/183948/175995/177961/181280/173911/181423/172128/177612/173171/176612/172327/174681/172582/172587/175936/172756/174414/172726/173747/177775/187512/175973/178830/172759/181223/181666/180016/180429/173500/181140/178364/181218/176272/181574/181707/178130/176375/179540/180921/176005/177095/179945/180290/174471/179484/177389/180875/178949/177913/181492/181726/172351/188583/178535/173323/180859/179506/181633/177509/172190/173393/180037/173022/177108/181299/174479/174155/177354/180344/188368/175500/179492/173227/181209/176388/175863,171
2,GO:0019752,carboxylic acid metabolic process,111/832,239/3902,0.46443514644351463,2.178156179594464,9.78506707977025,2.728639827597782e-19,8.622501855208992e-17,7.755081615277908e-17,172358/174942/180950/174881/178583/178889/174758/181121/178503/176376/174472/174181/176785/179079/172071/179056/177386/176473/175915/176756/178962/181138/175107/173162/179589/181417/177905/181758/188513/172486/174252/181668/175895/175167/178304/179634/181281/172882/24104835/173942/174127/174180/181324/178960/176760/177999/172556/183943/187017/171839/173222/174140/181380/186486/176477/174665/178025/172310/174012/178016/174126/181169/178293/175766/180818/180309/183948/177961/181423/177612/176612/174681/172587/175936/172756/174414/172726/177775/172759/181223/180016/180429/173500/181140/181218/176272/181574/181707/178130/180921/176005/177095/179945/174471/179484/180875/181492/181726/172351/180859/179506/181633/173393/180037/173022/177108/174155/180344/175500/173227/181209,111
2,GO:0044282,small molecule catabolic process,58/832,113/3902,0.5132743362831859,2.407207283866576,7.901607338044689,8.946507235393113e-13,1.9807479270169785e-10,1.781485477330394e-10,172358/174942/180950/174758/178503/176376/174181/183546/179056/177386/176473/179741/176756/178962/173162/179589/177905/181758/172486/181668/24104835/173942/174127/178960/176760/177999/172556/183943/173222/186486/174548/174665/178025/172310/174012/174126/181169/175766/180818/180309/177961/181423/177612/173171/172726/173747/180429/176272/181574/178130/180921/177095/180290/172351/188583/179506/180037/180344,58
2,GO:0046395,carboxylic acid catabolic process,50/832,92/3902,0.5434782608695652,2.548860785953177,7.825719203838607,2.131854580709889e-12,3.1131811040288527e-10,2.799996329406363e-10,172358/174942/180950/174758/178503/176376/174181/179056/177386/176473/176756/178962/173162/179589/177905/181758/172486/181668/24104835/173942/174127/178960/176760/177999/172556/183943/173222/186486/174665/178025/172310/174012/174126/181169/175766/180309/177961/181423/177612/172726/180429/176272/181574/178130/180921/177095/172351/179506/180037/180344,50
2,GO:0006629,lipid metabolic process,119/832,315/3902,0.37777777777777777,1.771741452991453,7.436042572401119,2.216663760780037e-12,3.1131811040288527e-10,2.799996329406363e-10,172358/180950/174881/175192/178889/174758/174705/178503/175369/176376/174472/174181/176785/181605/172071/179056/171639/177386/181697/176756/178962/180582/4363079/181138/173162/179589/177905/174071/181758/188513/180160/172183/181668/175895/175167/181281/172882/24104835/175710/173942/174127/174180/185272/174439/173389/172556/183943/174001/187017/171839/173222/177954/266646/174140/188169/180029/186486/176477/174548/174665/178025/172695/36805052/172310/173327/178016/174126/181169/178293/179884/180309/183948/191713/172128/177612/174746/179444/176612/179029/179590/172587/173747/186061/178596/185268/181666/177807/180429/173500/181140/181707/179540/187504/174031/187898/176005/177095/177869/184861/180743/176874/180704/181492/172351/188583/178535/181428/177765/180859/181671/177509/172190/180037/178854/174479/179492/179172/172319/175863,119
2,GO:0002376,immune system process,84/832,201/3902,0.417910447761194,1.9599598163030998,7.2739781251585,1.3231563133733737e-11,1.5204268910035859e-9,1.3674725535342045e-9,172358/178863/174705/188915/174181/183188/176851/182792/174537/181066/24104657/183349/179867/173877/180613/179047/179428/177224/177856/3565341/181250/181293/174096/177420/174929/180036/171751/184981/174062/185015/179381/184201/186340/179051/176281/178564/191563/181174/180993/188447/178293/174520/178890/172180/179599/186063/177668/191713/183836/353387/179126/180782/180081/187208/179429/180190/185299/181016/175767/178244/189280/173841/178049/178726/177939/178215/184745/178086/173814/180917/179797/181079/179869/185506/180111/187266/176452/176228/178506/180278/180932/172936/179340/172319,84
2,GO:0006955,immune response,84/832,201/3902,0.417910447761194,1.9599598163030998,7.2739781251585,1.3231563133733737e-11,1.5204268910035859e-9,1.3674725535342045e-9,172358/178863/174705/188915/174181/183188/176851/182792/174537/181066/24104657/183349/179867/173877/180613/179047/179428/177224/177856/3565341/181250/181293/174096/177420/174929/180036/171751/184981/174062/185015/179381/184201/186340/179051/176281/178564/191563/181174/180993/188447/178293/174520/178890/172180/179599/186063/177668/191713/183836/353387/179126/180782/180081/187208/179429/180190/185299/181016/175767/178244/189280/173841/178049/178726/177939/178215/184745/178086/173814/180917/179797/181079/179869/185506/180111/187266/176452/176228/178506/180278/180932/172936/179340/172319,84
2,GO:0140546,defense response to symbiont,80/832,193/3902,0.41450777202072536,1.9440015942606617,7.001698668733257,6.9810156952568e-11,6.302859884860425e-9,5.668794699907778e-9,172358/178863/174705/188915/174181/183188/176851/182792/174537/181066/24104657/183349/179867/173877/180613/179047/179428/177224/177856/3565341/181250/181293/174096/177420/174929/180036/184981/174062/185015/179381/184201/186340/179051/176281/178564/191563/181174/180993/188447/178293/174520/178890/172180/179599/186063/177668/191713/183836/353387/179126/180782/180081/187208/179429/180190/185299/181016/175767/178244/189280/173841/178049/178726/177939/178215/184745/178086/173814/180917/179797/181079/179869/185506/187266/176452/176228/180278/172936/179340/172319,80
